url,status,type,title,title_length,description,description_length,h1,canonical,robots,body_bytes,word_count,main_word_count,depth
https://deep20bench.com/runs/BX-20260823-official-M0017-018/,200,run,Ox Alpha (high) Benchmark Results | Deep20Bench,47,"Official Twenty Questions LLM benchmark results for Ox Alpha (high): rank 14, 17.6 question score across 35 episodes with 91.4% success.",136,Ox AlphaHigh,https://deep20bench.com/runs/BX-20260823-official-M0017-018/,,77435,684,645,1
https://deep20bench.com/runs/BX-20260817-official-M0016-015/,200,run,Gemini 3.7 Flash (high) Benchmark Results | Deep20Bench,55,"Official Twenty Questions LLM benchmark results for Gemini 3.7 Flash (high): rank 7, 14.03 question score across 35 episodes with 97.1% success.",144,Gemini 3.7 FlashHigh,https://deep20bench.com/runs/BX-20260817-official-M0016-015/,,77122,671,632,1
https://deep20bench.com/runs/BX-20260814-official-M0015-013/,200,run,Grok 4.6 (high) Benchmark Results | Deep20Bench,47,"Official Twenty Questions LLM benchmark results for Grok 4.6 (high): rank 8, 14.29 question score across 35 episodes with 100% success.",135,Grok 4.6High,https://deep20bench.com/runs/BX-20260814-official-M0015-013/,,77471,685,646,1
https://deep20bench.com/runs/BX-20260805-official-M0014-011/,200,run,Claude Fable 5 (high) Benchmark Results | Deep20Bench,53,"Official Twenty Questions LLM benchmark results for Claude Fable 5 (high): rank 1, 12.06 question score across 35 episodes with 100% success.",141,Claude Fable 5High,https://deep20bench.com/runs/BX-20260805-official-M0014-011/,,77686,687,648,1
https://deep20bench.com/runs/BX-20260729-official-M0012-011/,200,run,Mistral Medium 3.5 (high) Benchmark Results | Deep20Bench,57,"Official Twenty Questions LLM benchmark results for Mistral Medium 3.5 (high): rank 16, 20.06 question score across 35 episodes with 88.6% success.",147,Mistral Medium 3.5High,https://deep20bench.com/runs/BX-20260729-official-M0012-011/,,75133,682,643,1
https://deep20bench.com/runs/BX-20260728-official-M0005-012/,200,run,Claude Sonnet 5 (high) Benchmark Results | Deep20Bench,54,"Official Twenty Questions LLM benchmark results for Claude Sonnet 5 (high): rank 10, 14.74 question score across 35 episodes with 100% success.",143,Claude Sonnet 5High,https://deep20bench.com/runs/BX-20260728-official-M0005-012/,,74981,668,629,1
https://deep20bench.com/runs/BX-20260728-official-M0002-011/,200,run,gpt-oss-120B (high) Benchmark Results | Deep20Bench,51,"Official Twenty Questions LLM benchmark results for gpt-oss-120B (high): rank 6, 13.63 question score across 35 episodes with 94.3% success.",140,gpt-oss-120BHigh,https://deep20bench.com/runs/BX-20260728-official-M0002-011/,,74845,662,623,1
https://deep20bench.com/runs/BX-20260728-official-M0007-010/,200,run,Kimi K3 (high) Benchmark Results | Deep20Bench,46,"Official Twenty Questions LLM benchmark results for Kimi K3 (high): rank 4, 12.74 question score across 35 episodes with 94.3% success.",135,Kimi K3High,https://deep20bench.com/runs/BX-20260728-official-M0007-010/,,74877,666,627,1
https://deep20bench.com/runs/BX-20260728-official-M0010-010/,200,run,GPT-5.6 Sol (high) Benchmark Results | Deep20Bench,50,"Official Twenty Questions LLM benchmark results for GPT-5.6 Sol (high): rank 9, 14.4 question score across 35 episodes with 100% success.",137,GPT-5.6 SolHigh,https://deep20bench.com/runs/BX-20260728-official-M0010-010/,,74548,663,624,1
https://deep20bench.com/runs/BX-20260728-official-M0003-010/,200,run,GPT-5 Nano (medium) Benchmark Results | Deep20Bench,51,"Official Twenty Questions LLM benchmark results for GPT-5 Nano (medium): rank 12, 15.49 question score across 35 episodes with 94.3% success.",141,GPT-5 NanoMedium,https://deep20bench.com/runs/BX-20260728-official-M0003-010/,,74646,663,624,1
https://deep20bench.com/runs/BX-20260728-official-M0009-010/,200,run,Llama 4 Maverick (non-thinking) Benchmark Results | Deep20Bench,63,"Official Twenty Questions LLM benchmark results for Llama 4 Maverick (non-thinking): rank 17, 32.23 question score across 35 episodes with 48.6% success.",153,Llama 4 MaverickNon Thinking,https://deep20bench.com/runs/BX-20260728-official-M0009-010/,,74833,668,629,1
https://deep20bench.com/runs/BX-20260728-official-M0008-010/,200,run,Grok 4.5 (high) Benchmark Results | Deep20Bench,47,"Official Twenty Questions LLM benchmark results for Grok 4.5 (high): rank 11, 15.17 question score across 35 episodes with 94.3% success.",137,Grok 4.5High,https://deep20bench.com/runs/BX-20260728-official-M0008-010/,,74708,665,626,1
https://deep20bench.com/runs/BX-20260728-official-M0004-010/,200,run,Gemini 3.6 Flash (high) Benchmark Results | Deep20Bench,55,"Official Twenty Questions LLM benchmark results for Gemini 3.6 Flash (high): rank 13, 16.89 question score across 35 episodes with 97.1% success.",145,Gemini 3.6 FlashHigh,https://deep20bench.com/runs/BX-20260728-official-M0004-010/,,74776,668,629,1
https://deep20bench.com/runs/BX-20260728-official-M0001-010/,200,run,GPT-5.6 Luna (high) Benchmark Results | Deep20Bench,51,"Official Twenty Questions LLM benchmark results for GPT-5.6 Luna (high): rank 15, 17.74 question score across 35 episodes with 91.4% success.",141,GPT-5.6 LunaHigh,https://deep20bench.com/runs/BX-20260728-official-M0001-010/,,74720,665,626,1
https://deep20bench.com/runs/BX-20260728-official-M0006-010/,200,run,Claude Opus 5 (high) Benchmark Results | Deep20Bench,52,"Official Twenty Questions LLM benchmark results for Claude Opus 5 (high): rank 3, 12.34 question score across 35 episodes with 100% success.",140,Claude Opus 5High,https://deep20bench.com/runs/BX-20260728-official-M0006-010/,,74799,668,629,1
https://deep20bench.com/runs/BX-20260904-official-M0021-001/subjects/T-0001/,200,subject,Gemini 3.8 Flash (high) on Albert Einstein - Twenty Questions Results | Deep20Bench,83,"Gemini 3.8 Flash (high) scored 12 questions on Albert Einstein across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",137,Albert Einstein,https://deep20bench.com/runs/BX-20260904-official-M0021-001/subjects/T-0001/,,37435,339,302,2
https://deep20bench.com/runs/BX-20260904-official-M0021-001/subjects/T-0002/,200,subject,Gemini 3.8 Flash (high) on Albert Schweitzer - Twenty Questions Results | Deep20Bench,85,"Gemini 3.8 Flash (high) scored 25.8 questions on Albert Schweitzer across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",141,Albert Schweitzer,https://deep20bench.com/runs/BX-20260904-official-M0021-001/subjects/T-0002/,,37728,363,326,2
https://deep20bench.com/runs/BX-20260904-official-M0021-001/subjects/T-0003/,200,subject,Gemini 3.8 Flash (high) on Stephen King - Twenty Questions Results | Deep20Bench,80,"Gemini 3.8 Flash (high) scored 13.2 questions on Stephen King across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",136,Stephen King,https://deep20bench.com/runs/BX-20260904-official-M0021-001/subjects/T-0003/,,37600,359,322,2
https://deep20bench.com/runs/BX-20260904-official-M0021-001/subjects/T-0004/,200,subject,Gemini 3.8 Flash (high) on Garfield - Twenty Questions Results | Deep20Bench,76,"Gemini 3.8 Flash (high) scored 9.8 questions on Garfield across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",131,Garfield,https://deep20bench.com/runs/BX-20260904-official-M0021-001/subjects/T-0004/,,37530,356,319,2
https://deep20bench.com/runs/BX-20260904-official-M0021-001/subjects/T-0005/,200,subject,Gemini 3.8 Flash (high) on Achilles - Twenty Questions Results | Deep20Bench,76,"Gemini 3.8 Flash (high) scored 11.2 questions on Achilles across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",132,Achilles,https://deep20bench.com/runs/BX-20260904-official-M0021-001/subjects/T-0005/,,37465,352,315,2
https://deep20bench.com/runs/BX-20260904-official-M0021-001/subjects/T-0006/,200,subject,Gemini 3.8 Flash (high) on Genghis Khan - Twenty Questions Results | Deep20Bench,80,"Gemini 3.8 Flash (high) scored 12 questions on Genghis Khan across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",134,Genghis Khan,https://deep20bench.com/runs/BX-20260904-official-M0021-001/subjects/T-0006/,,37355,343,306,2
https://deep20bench.com/runs/BX-20260904-official-M0021-001/subjects/T-0007/,200,subject,Gemini 3.8 Flash (high) on Mario - Twenty Questions Results | Deep20Bench,73,"Gemini 3.8 Flash (high) scored 8 questions on Mario across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",126,Mario,https://deep20bench.com/runs/BX-20260904-official-M0021-001/subjects/T-0007/,,37430,353,316,2
https://deep20bench.com/runs/BX-20260902-official-M0020-001/subjects/T-0001/,200,subject,Claude Fable 5.1 (high) on Albert Einstein - Twenty Questions Results | Deep20Bench,83,"Claude Fable 5.1 (high) scored 9.8 questions on Albert Einstein across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",138,Albert Einstein,https://deep20bench.com/runs/BX-20260902-official-M0020-001/subjects/T-0001/,,37473,339,302,2
https://deep20bench.com/runs/BX-20260902-official-M0020-001/subjects/T-0002/,200,subject,Claude Fable 5.1 (high) on Albert Schweitzer - Twenty Questions Results | Deep20Bench,85,"Claude Fable 5.1 (high) scored 24.4 questions on Albert Schweitzer across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",141,Albert Schweitzer,https://deep20bench.com/runs/BX-20260902-official-M0020-001/subjects/T-0002/,,37781,363,326,2
https://deep20bench.com/runs/BX-20260902-official-M0020-001/subjects/T-0003/,200,subject,Claude Fable 5.1 (high) on Stephen King - Twenty Questions Results | Deep20Bench,80,"Claude Fable 5.1 (high) scored 11.6 questions on Stephen King across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",136,Stephen King,https://deep20bench.com/runs/BX-20260902-official-M0020-001/subjects/T-0003/,,37625,359,322,2
https://deep20bench.com/runs/BX-20260902-official-M0020-001/subjects/T-0004/,200,subject,Claude Fable 5.1 (high) on Garfield - Twenty Questions Results | Deep20Bench,76,"Claude Fable 5.1 (high) scored 17.4 questions on Garfield across 5 Deep20Bench trials, solving 4 of 5. Inspect results and evidence.",132,Garfield,https://deep20bench.com/runs/BX-20260902-official-M0020-001/subjects/T-0004/,,38092,368,331,2
https://deep20bench.com/runs/BX-20260902-official-M0020-001/subjects/T-0005/,200,subject,Claude Fable 5.1 (high) on Achilles - Twenty Questions Results | Deep20Bench,76,"Claude Fable 5.1 (high) scored 7.6 questions on Achilles across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",131,Achilles,https://deep20bench.com/runs/BX-20260902-official-M0020-001/subjects/T-0005/,,37507,352,315,2
https://deep20bench.com/runs/BX-20260902-official-M0020-001/subjects/T-0006/,200,subject,Claude Fable 5.1 (high) on Genghis Khan - Twenty Questions Results | Deep20Bench,80,"Claude Fable 5.1 (high) scored 9 questions on Genghis Khan across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",133,Genghis Khan,https://deep20bench.com/runs/BX-20260902-official-M0020-001/subjects/T-0006/,,37370,343,306,2
https://deep20bench.com/runs/BX-20260902-official-M0020-001/subjects/T-0007/,200,subject,Claude Fable 5.1 (high) on Mario - Twenty Questions Results | Deep20Bench,73,"Claude Fable 5.1 (high) scored 5 questions on Mario across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",126,Mario,https://deep20bench.com/runs/BX-20260902-official-M0020-001/subjects/T-0007/,,37457,353,316,2
https://deep20bench.com/runs/BX-20260823-official-M0017-018/subjects/T-0001/,200,subject,Ox Alpha (high) on Albert Einstein - Twenty Questions Results | Deep20Bench,75,"Ox Alpha (high) scored 9.8 questions on Albert Einstein across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",130,Albert Einstein,https://deep20bench.com/runs/BX-20260823-official-M0017-018/subjects/T-0001/,,38098,348,311,2
https://deep20bench.com/runs/BX-20260823-official-M0017-018/subjects/T-0002/,200,subject,Ox Alpha (high) on Albert Schweitzer - Twenty Questions Results | Deep20Bench,77,"Ox Alpha (high) scored 41.2 questions on Albert Schweitzer across 5 Deep20Bench trials, solving 2 of 5. Inspect results and evidence.",133,Albert Schweitzer,https://deep20bench.com/runs/BX-20260823-official-M0017-018/subjects/T-0002/,,38600,375,338,2
https://deep20bench.com/runs/BX-20260823-official-M0017-018/subjects/T-0003/,200,subject,Ox Alpha (high) on Stephen King - Twenty Questions Results | Deep20Bench,72,"Ox Alpha (high) scored 17.4 questions on Stephen King across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",128,Stephen King,https://deep20bench.com/runs/BX-20260823-official-M0017-018/subjects/T-0003/,,38333,368,331,2
https://deep20bench.com/runs/BX-20260823-official-M0017-018/subjects/T-0004/,200,subject,Ox Alpha (high) on Garfield - Twenty Questions Results | Deep20Bench,68,"Ox Alpha (high) scored 18.8 questions on Garfield across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",124,Garfield,https://deep20bench.com/runs/BX-20260823-official-M0017-018/subjects/T-0004/,,38266,365,328,2
https://deep20bench.com/runs/BX-20260823-official-M0017-018/subjects/T-0005/,200,subject,Ox Alpha (high) on Achilles - Twenty Questions Results | Deep20Bench,68,"Ox Alpha (high) scored 10.4 questions on Achilles across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",124,Achilles,https://deep20bench.com/runs/BX-20260823-official-M0017-018/subjects/T-0005/,,38128,361,324,2
https://deep20bench.com/runs/BX-20260823-official-M0017-018/subjects/T-0006/,200,subject,Ox Alpha (high) on Genghis Khan - Twenty Questions Results | Deep20Bench,72,"Ox Alpha (high) scored 19.2 questions on Genghis Khan across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",128,Genghis Khan,https://deep20bench.com/runs/BX-20260823-official-M0017-018/subjects/T-0006/,,38074,352,315,2
https://deep20bench.com/runs/BX-20260823-official-M0017-018/subjects/T-0007/,200,subject,Ox Alpha (high) on Mario - Twenty Questions Results | Deep20Bench,65,"Ox Alpha (high) scored 6.4 questions on Mario across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",120,Mario,https://deep20bench.com/runs/BX-20260823-official-M0017-018/subjects/T-0007/,,38146,362,325,2
https://deep20bench.com/runs/BX-20260817-official-M0016-015/subjects/T-0001/,200,subject,Gemini 3.7 Flash (high) on Albert Einstein - Twenty Questions Results | Deep20Bench,83,"Gemini 3.7 Flash (high) scored 12 questions on Albert Einstein across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",137,Albert Einstein,https://deep20bench.com/runs/BX-20260817-official-M0016-015/subjects/T-0001/,,37443,339,302,2
https://deep20bench.com/runs/BX-20260817-official-M0016-015/subjects/T-0002/,200,subject,Gemini 3.7 Flash (high) on Albert Schweitzer - Twenty Questions Results | Deep20Bench,85,"Gemini 3.7 Flash (high) scored 22.4 questions on Albert Schweitzer across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",141,Albert Schweitzer,https://deep20bench.com/runs/BX-20260817-official-M0016-015/subjects/T-0002/,,37731,363,326,2
https://deep20bench.com/runs/BX-20260817-official-M0016-015/subjects/T-0003/,200,subject,Gemini 3.7 Flash (high) on Stephen King - Twenty Questions Results | Deep20Bench,80,"Gemini 3.7 Flash (high) scored 13.8 questions on Stephen King across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",136,Stephen King,https://deep20bench.com/runs/BX-20260817-official-M0016-015/subjects/T-0003/,,37593,359,322,2
https://deep20bench.com/runs/BX-20260817-official-M0016-015/subjects/T-0004/,200,subject,Gemini 3.7 Flash (high) on Garfield - Twenty Questions Results | Deep20Bench,76,"Gemini 3.7 Flash (high) scored 11.4 questions on Garfield across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",132,Garfield,https://deep20bench.com/runs/BX-20260817-official-M0016-015/subjects/T-0004/,,37540,356,319,2
https://deep20bench.com/runs/BX-20260817-official-M0016-015/subjects/T-0005/,200,subject,Gemini 3.7 Flash (high) on Achilles - Twenty Questions Results | Deep20Bench,76,"Gemini 3.7 Flash (high) scored 18.8 questions on Achilles across 5 Deep20Bench trials, solving 4 of 5. Inspect results and evidence.",132,Achilles,https://deep20bench.com/runs/BX-20260817-official-M0016-015/subjects/T-0005/,,37478,353,316,2
https://deep20bench.com/runs/BX-20260817-official-M0016-015/subjects/T-0006/,200,subject,Gemini 3.7 Flash (high) on Genghis Khan - Twenty Questions Results | Deep20Bench,80,"Gemini 3.7 Flash (high) scored 11.6 questions on Genghis Khan across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",136,Genghis Khan,https://deep20bench.com/runs/BX-20260817-official-M0016-015/subjects/T-0006/,,37357,343,306,2
https://deep20bench.com/runs/BX-20260817-official-M0016-015/subjects/T-0007/,200,subject,Gemini 3.7 Flash (high) on Mario - Twenty Questions Results | Deep20Bench,73,"Gemini 3.7 Flash (high) scored 8.2 questions on Mario across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",128,Mario,https://deep20bench.com/runs/BX-20260817-official-M0016-015/subjects/T-0007/,,37441,353,316,2
https://deep20bench.com/runs/BX-20260814-official-M0015-013/subjects/T-0001/,200,subject,Grok 4.6 (high) on Albert Einstein - Twenty Questions Results | Deep20Bench,75,"Grok 4.6 (high) scored 9.8 questions on Albert Einstein across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",130,Albert Einstein,https://deep20bench.com/runs/BX-20260814-official-M0015-013/subjects/T-0001/,,37383,337,300,2
https://deep20bench.com/runs/BX-20260814-official-M0015-013/subjects/T-0002/,200,subject,Grok 4.6 (high) on Albert Schweitzer - Twenty Questions Results | Deep20Bench,77,"Grok 4.6 (high) scored 30 questions on Albert Schweitzer across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",131,Albert Schweitzer,https://deep20bench.com/runs/BX-20260814-official-M0015-013/subjects/T-0002/,,37683,361,324,2
https://deep20bench.com/runs/BX-20260814-official-M0015-013/subjects/T-0003/,200,subject,Grok 4.6 (high) on Stephen King - Twenty Questions Results | Deep20Bench,72,"Grok 4.6 (high) scored 14.4 questions on Stephen King across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",128,Stephen King,https://deep20bench.com/runs/BX-20260814-official-M0015-013/subjects/T-0003/,,37545,357,320,2
https://deep20bench.com/runs/BX-20260814-official-M0015-013/subjects/T-0004/,200,subject,Grok 4.6 (high) on Garfield - Twenty Questions Results | Deep20Bench,68,"Grok 4.6 (high) scored 14.6 questions on Garfield across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",124,Garfield,https://deep20bench.com/runs/BX-20260814-official-M0015-013/subjects/T-0004/,,37525,354,317,2
https://deep20bench.com/runs/BX-20260814-official-M0015-013/subjects/T-0005/,200,subject,Grok 4.6 (high) on Achilles - Twenty Questions Results | Deep20Bench,68,"Grok 4.6 (high) scored 8.6 questions on Achilles across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",123,Achilles,https://deep20bench.com/runs/BX-20260814-official-M0015-013/subjects/T-0005/,,37407,350,313,2
https://deep20bench.com/runs/BX-20260814-official-M0015-013/subjects/T-0006/,200,subject,Grok 4.6 (high) on Genghis Khan - Twenty Questions Results | Deep20Bench,72,"Grok 4.6 (high) scored 16 questions on Genghis Khan across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",126,Genghis Khan,https://deep20bench.com/runs/BX-20260814-official-M0015-013/subjects/T-0006/,,37336,341,304,2
https://deep20bench.com/runs/BX-20260814-official-M0015-013/subjects/T-0007/,200,subject,Grok 4.6 (high) on Mario - Twenty Questions Results | Deep20Bench,65,"Grok 4.6 (high) scored 6.6 questions on Mario across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",120,Mario,https://deep20bench.com/runs/BX-20260814-official-M0015-013/subjects/T-0007/,,37411,351,314,2
https://deep20bench.com/runs/BX-20260805-official-M0014-011/subjects/T-0001/,200,subject,Claude Fable 5 (high) on Albert Einstein - Twenty Questions Results | Deep20Bench,81,"Claude Fable 5 (high) scored 10 questions on Albert Einstein across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",135,Albert Einstein,https://deep20bench.com/runs/BX-20260805-official-M0014-011/subjects/T-0001/,,37555,339,302,2
https://deep20bench.com/runs/BX-20260805-official-M0014-011/subjects/T-0002/,200,subject,Claude Fable 5 (high) on Albert Schweitzer - Twenty Questions Results | Deep20Bench,83,"Claude Fable 5 (high) scored 30.2 questions on Albert Schweitzer across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",139,Albert Schweitzer,https://deep20bench.com/runs/BX-20260805-official-M0014-011/subjects/T-0002/,,37852,363,326,2
https://deep20bench.com/runs/BX-20260805-official-M0014-011/subjects/T-0003/,200,subject,Claude Fable 5 (high) on Stephen King - Twenty Questions Results | Deep20Bench,78,"Claude Fable 5 (high) scored 10.8 questions on Stephen King across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",134,Stephen King,https://deep20bench.com/runs/BX-20260805-official-M0014-011/subjects/T-0003/,,37710,359,322,2
https://deep20bench.com/runs/BX-20260805-official-M0014-011/subjects/T-0004/,200,subject,Claude Fable 5 (high) on Garfield - Twenty Questions Results | Deep20Bench,74,"Claude Fable 5 (high) scored 9 questions on Garfield across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",127,Garfield,https://deep20bench.com/runs/BX-20260805-official-M0014-011/subjects/T-0004/,,37643,356,319,2
https://deep20bench.com/runs/BX-20260805-official-M0014-011/subjects/T-0005/,200,subject,Claude Fable 5 (high) on Achilles - Twenty Questions Results | Deep20Bench,74,"Claude Fable 5 (high) scored 7.8 questions on Achilles across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",129,Achilles,https://deep20bench.com/runs/BX-20260805-official-M0014-011/subjects/T-0005/,,37547,352,315,2
https://deep20bench.com/runs/BX-20260805-official-M0014-011/subjects/T-0006/,200,subject,Claude Fable 5 (high) on Genghis Khan - Twenty Questions Results | Deep20Bench,78,"Claude Fable 5 (high) scored 9.4 questions on Genghis Khan across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",133,Genghis Khan,https://deep20bench.com/runs/BX-20260805-official-M0014-011/subjects/T-0006/,,37469,343,306,2
https://deep20bench.com/runs/BX-20260805-official-M0014-011/subjects/T-0007/,200,subject,Claude Fable 5 (high) on Mario - Twenty Questions Results | Deep20Bench,71,"Claude Fable 5 (high) scored 7.2 questions on Mario across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",126,Mario,https://deep20bench.com/runs/BX-20260805-official-M0014-011/subjects/T-0007/,,37573,353,316,2
https://deep20bench.com/runs/BX-20260729-official-M0012-011/subjects/T-0001/,200,subject,Mistral Medium 3.5 (high) on Albert Einstein - Twenty Questions Results | Deep20Bench,85,"Mistral Medium 3.5 (high) scored 12.2 questions on Albert Einstein across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",141,Albert Einstein,https://deep20bench.com/runs/BX-20260729-official-M0012-011/subjects/T-0001/,,37126,339,302,2
https://deep20bench.com/runs/BX-20260729-official-M0012-011/subjects/T-0002/,200,subject,Mistral Medium 3.5 (high) on Albert Schweitzer - Twenty Questions Results | Deep20Bench,87,"Mistral Medium 3.5 (high) scored 42.6 questions on Albert Schweitzer across 5 Deep20Bench trials, solving 3 of 5. Inspect results and evidence.",143,Albert Schweitzer,https://deep20bench.com/runs/BX-20260729-official-M0012-011/subjects/T-0002/,,37435,365,328,2
https://deep20bench.com/runs/BX-20260729-official-M0012-011/subjects/T-0003/,200,subject,Mistral Medium 3.5 (high) on Stephen King - Twenty Questions Results | Deep20Bench,82,"Mistral Medium 3.5 (high) scored 16.8 questions on Stephen King across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",138,Stephen King,https://deep20bench.com/runs/BX-20260729-official-M0012-011/subjects/T-0003/,,37244,359,322,2
https://deep20bench.com/runs/BX-20260729-official-M0012-011/subjects/T-0004/,200,subject,Mistral Medium 3.5 (high) on Garfield - Twenty Questions Results | Deep20Bench,78,"Mistral Medium 3.5 (high) scored 11.2 questions on Garfield across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",134,Garfield,https://deep20bench.com/runs/BX-20260729-official-M0012-011/subjects/T-0004/,,37200,356,319,2
https://deep20bench.com/runs/BX-20260729-official-M0012-011/subjects/T-0005/,200,subject,Mistral Medium 3.5 (high) on Achilles - Twenty Questions Results | Deep20Bench,78,"Mistral Medium 3.5 (high) scored 8.6 questions on Achilles across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",133,Achilles,https://deep20bench.com/runs/BX-20260729-official-M0012-011/subjects/T-0005/,,37101,352,315,2
