url,status,type,title,title_length,description,description_length,h1,canonical,robots,body_bytes,word_count,main_word_count,depth
https://deep20bench.com/runs/BX-20260904-official-M0021-001/,,run,Gemini 3.8 Flash (high) Benchmark Results | Deep20Bench,55,"Official Twenty Questions LLM benchmark results for Gemini 3.8 Flash (high): rank 5, 13.14 question score across 35 episodes with 100% success.",143,Gemini 3.8 FlashHigh,https://deep20bench.com/runs/BX-20260904-official-M0021-001/,,79347,675,636,1
https://deep20bench.com/runs/BX-20260902-official-M0020-001/,,run,Claude Fable 5.1 (high) Benchmark Results | Deep20Bench,55,"Official Twenty Questions LLM benchmark results for Claude Fable 5.1 (high): rank 2, 12.11 question score across 35 episodes with 97.1% success.",144,Claude Fable 5.1High,https://deep20bench.com/runs/BX-20260902-official-M0020-001/,,79361,673,634,1
https://deep20bench.com/runs/BX-20260823-official-M0017-018/,,run,Ox Alpha (high) Benchmark Results | Deep20Bench,47,"Official Twenty Questions LLM benchmark results for Ox Alpha (high): rank 15, 17.6 question score across 35 episodes with 91.4% success.",136,Ox AlphaHigh,https://deep20bench.com/runs/BX-20260823-official-M0017-018/,,79637,684,645,1
https://deep20bench.com/runs/BX-20260817-official-M0016-015/,,run,Gemini 3.7 Flash (high) Benchmark Results | Deep20Bench,55,"Official Twenty Questions LLM benchmark results for Gemini 3.7 Flash (high): rank 7, 14.03 question score across 35 episodes with 97.1% success.",144,Gemini 3.7 FlashHigh,https://deep20bench.com/runs/BX-20260817-official-M0016-015/,,79324,671,632,1
https://deep20bench.com/runs/BX-20260814-official-M0015-013/,,run,Grok 4.6 (high) Benchmark Results | Deep20Bench,47,"Official Twenty Questions LLM benchmark results for Grok 4.6 (high): rank 8, 14.29 question score across 35 episodes with 100% success.",135,Grok 4.6High,https://deep20bench.com/runs/BX-20260814-official-M0015-013/,,79673,685,646,1
https://deep20bench.com/runs/BX-20260805-official-M0014-011/,,run,Claude Fable 5 (high) Benchmark Results | Deep20Bench,53,"Official Twenty Questions LLM benchmark results for Claude Fable 5 (high): rank 1, 12.06 question score across 35 episodes with 100% success.",141,Claude Fable 5High,https://deep20bench.com/runs/BX-20260805-official-M0014-011/,,79888,687,648,1
https://deep20bench.com/runs/BX-20260729-official-M0012-011/,,run,Mistral Medium 3.5 (high) Benchmark Results | Deep20Bench,57,"Official Twenty Questions LLM benchmark results for Mistral Medium 3.5 (high): rank 17, 20.06 question score across 35 episodes with 88.6% success.",147,Mistral Medium 3.5High,https://deep20bench.com/runs/BX-20260729-official-M0012-011/,,77335,682,643,1
https://deep20bench.com/runs/BX-20260728-official-M0005-012/,,run,Claude Sonnet 5 (high) Benchmark Results | Deep20Bench,54,"Official Twenty Questions LLM benchmark results for Claude Sonnet 5 (high): rank 10, 14.74 question score across 35 episodes with 100% success.",143,Claude Sonnet 5High,https://deep20bench.com/runs/BX-20260728-official-M0005-012/,,77183,668,629,1
https://deep20bench.com/runs/BX-20260728-official-M0002-011/,,run,gpt-oss-120B (high) Benchmark Results | Deep20Bench,51,"Official Twenty Questions LLM benchmark results for gpt-oss-120B (high): rank 6, 13.63 question score across 35 episodes with 94.3% success.",140,gpt-oss-120BHigh,https://deep20bench.com/runs/BX-20260728-official-M0002-011/,,77047,662,623,1
https://deep20bench.com/runs/BX-20260728-official-M0007-010/,,run,Kimi K3 (high) Benchmark Results | Deep20Bench,46,"Official Twenty Questions LLM benchmark results for Kimi K3 (high): rank 4, 12.74 question score across 35 episodes with 94.3% success.",135,Kimi K3High,https://deep20bench.com/runs/BX-20260728-official-M0007-010/,,77079,666,627,1
https://deep20bench.com/runs/BX-20260728-official-M0010-010/,,run,GPT-5.6 Sol (high) Benchmark Results | Deep20Bench,50,"Official Twenty Questions LLM benchmark results for GPT-5.6 Sol (high): rank 9, 14.4 question score across 35 episodes with 100% success.",137,GPT-5.6 SolHigh,https://deep20bench.com/runs/BX-20260728-official-M0010-010/,,76750,663,624,1
https://deep20bench.com/runs/BX-20260728-official-M0003-010/,,run,GPT-5 Nano (medium) Benchmark Results | Deep20Bench,51,"Official Twenty Questions LLM benchmark results for GPT-5 Nano (medium): rank 13, 15.49 question score across 35 episodes with 94.3% success.",141,GPT-5 NanoMedium,https://deep20bench.com/runs/BX-20260728-official-M0003-010/,,76848,663,624,1
https://deep20bench.com/runs/BX-20260728-official-M0009-010/,,run,Llama 4 Maverick (non-thinking) Benchmark Results | Deep20Bench,63,"Official Twenty Questions LLM benchmark results for Llama 4 Maverick (non-thinking): rank 18, 32.23 question score across 35 episodes with 48.6% success.",153,Llama 4 MaverickNon Thinking,https://deep20bench.com/runs/BX-20260728-official-M0009-010/,,77035,668,629,1
https://deep20bench.com/runs/BX-20260728-official-M0008-010/,,run,Grok 4.5 (high) Benchmark Results | Deep20Bench,47,"Official Twenty Questions LLM benchmark results for Grok 4.5 (high): rank 12, 15.17 question score across 35 episodes with 94.3% success.",137,Grok 4.5High,https://deep20bench.com/runs/BX-20260728-official-M0008-010/,,76910,665,626,1
https://deep20bench.com/runs/BX-20260728-official-M0004-010/,,run,Gemini 3.6 Flash (high) Benchmark Results | Deep20Bench,55,"Official Twenty Questions LLM benchmark results for Gemini 3.6 Flash (high): rank 14, 16.89 question score across 35 episodes with 97.1% success.",145,Gemini 3.6 FlashHigh,https://deep20bench.com/runs/BX-20260728-official-M0004-010/,,76978,668,629,1
https://deep20bench.com/runs/BX-20260728-official-M0001-010/,,run,GPT-5.6 Luna (high) Benchmark Results | Deep20Bench,51,"Official Twenty Questions LLM benchmark results for GPT-5.6 Luna (high): rank 16, 17.74 question score across 35 episodes with 91.4% success.",141,GPT-5.6 LunaHigh,https://deep20bench.com/runs/BX-20260728-official-M0001-010/,,76922,665,626,1
https://deep20bench.com/runs/BX-20260728-official-M0006-010/,,run,Claude Opus 5 (high) Benchmark Results | Deep20Bench,52,"Official Twenty Questions LLM benchmark results for Claude Opus 5 (high): rank 3, 12.34 question score across 35 episodes with 100% success.",140,Claude Opus 5High,https://deep20bench.com/runs/BX-20260728-official-M0006-010/,,77001,668,629,1
https://deep20bench.com/runs/BX-20260904-official-M0022-001/subjects/T-0001/,,subject,GPT-6 Astra (high) on Albert Einstein - Twenty Questions Results | Deep20Bench,78,"GPT-6 Astra (high) scored 8.4 questions on Albert Einstein across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",133,Albert Einstein,https://deep20bench.com/runs/BX-20260904-official-M0022-001/subjects/T-0001/,,37733,337,300,2
https://deep20bench.com/runs/BX-20260904-official-M0022-001/subjects/T-0002/,,subject,GPT-6 Astra (high) on Albert Schweitzer - Twenty Questions Results | Deep20Bench,80,"GPT-6 Astra (high) scored 23 questions on Albert Schweitzer across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",134,Albert Schweitzer,https://deep20bench.com/runs/BX-20260904-official-M0022-001/subjects/T-0002/,,38038,361,324,2
https://deep20bench.com/runs/BX-20260904-official-M0022-001/subjects/T-0003/,,subject,GPT-6 Astra (high) on Stephen King - Twenty Questions Results | Deep20Bench,75,"GPT-6 Astra (high) scored 38.8 questions on Stephen King across 5 Deep20Bench trials, solving 3 of 5. Inspect results and evidence.",131,Stephen King,https://deep20bench.com/runs/BX-20260904-official-M0022-001/subjects/T-0003/,,37963,359,322,2
https://deep20bench.com/runs/BX-20260904-official-M0022-001/subjects/T-0004/,,subject,GPT-6 Astra (high) on Garfield - Twenty Questions Results | Deep20Bench,71,"GPT-6 Astra (high) scored 14.8 questions on Garfield across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",127,Garfield,https://deep20bench.com/runs/BX-20260904-official-M0022-001/subjects/T-0004/,,37869,354,317,2
https://deep20bench.com/runs/BX-20260904-official-M0022-001/subjects/T-0005/,,subject,GPT-6 Astra (high) on Achilles - Twenty Questions Results | Deep20Bench,71,"GPT-6 Astra (high) scored 6.6 questions on Achilles across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",126,Achilles,https://deep20bench.com/runs/BX-20260904-official-M0022-001/subjects/T-0005/,,37787,350,313,2
https://deep20bench.com/runs/BX-20260904-official-M0022-001/subjects/T-0006/,,subject,GPT-6 Astra (high) on Genghis Khan - Twenty Questions Results | Deep20Bench,75,"GPT-6 Astra (high) scored 9 questions on Genghis Khan across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",128,Genghis Khan,https://deep20bench.com/runs/BX-20260904-official-M0022-001/subjects/T-0006/,,37654,341,304,2
https://deep20bench.com/runs/BX-20260904-official-M0022-001/subjects/T-0007/,,subject,GPT-6 Astra (high) on Mario - Twenty Questions Results | Deep20Bench,68,"GPT-6 Astra (high) scored 5 questions on Mario across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",121,Mario,https://deep20bench.com/runs/BX-20260904-official-M0022-001/subjects/T-0007/,,37739,351,314,2
https://deep20bench.com/runs/BX-20260904-official-M0021-001/subjects/T-0001/,,subject,Gemini 3.8 Flash (high) on Albert Einstein - Twenty Questions Results | Deep20Bench,83,"Gemini 3.8 Flash (high) scored 12 questions on Albert Einstein across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",137,Albert Einstein,https://deep20bench.com/runs/BX-20260904-official-M0021-001/subjects/T-0001/,,37827,339,302,2
https://deep20bench.com/runs/BX-20260904-official-M0021-001/subjects/T-0002/,,subject,Gemini 3.8 Flash (high) on Albert Schweitzer - Twenty Questions Results | Deep20Bench,85,"Gemini 3.8 Flash (high) scored 25.8 questions on Albert Schweitzer across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",141,Albert Schweitzer,https://deep20bench.com/runs/BX-20260904-official-M0021-001/subjects/T-0002/,,38120,363,326,2
https://deep20bench.com/runs/BX-20260904-official-M0021-001/subjects/T-0003/,,subject,Gemini 3.8 Flash (high) on Stephen King - Twenty Questions Results | Deep20Bench,80,"Gemini 3.8 Flash (high) scored 13.2 questions on Stephen King across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",136,Stephen King,https://deep20bench.com/runs/BX-20260904-official-M0021-001/subjects/T-0003/,,37992,359,322,2
https://deep20bench.com/runs/BX-20260904-official-M0021-001/subjects/T-0004/,,subject,Gemini 3.8 Flash (high) on Garfield - Twenty Questions Results | Deep20Bench,76,"Gemini 3.8 Flash (high) scored 9.8 questions on Garfield across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",131,Garfield,https://deep20bench.com/runs/BX-20260904-official-M0021-001/subjects/T-0004/,,37922,356,319,2
https://deep20bench.com/runs/BX-20260904-official-M0021-001/subjects/T-0005/,,subject,Gemini 3.8 Flash (high) on Achilles - Twenty Questions Results | Deep20Bench,76,"Gemini 3.8 Flash (high) scored 11.2 questions on Achilles across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",132,Achilles,https://deep20bench.com/runs/BX-20260904-official-M0021-001/subjects/T-0005/,,37857,352,315,2
https://deep20bench.com/runs/BX-20260904-official-M0021-001/subjects/T-0006/,,subject,Gemini 3.8 Flash (high) on Genghis Khan - Twenty Questions Results | Deep20Bench,80,"Gemini 3.8 Flash (high) scored 12 questions on Genghis Khan across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",134,Genghis Khan,https://deep20bench.com/runs/BX-20260904-official-M0021-001/subjects/T-0006/,,37747,343,306,2
https://deep20bench.com/runs/BX-20260904-official-M0021-001/subjects/T-0007/,,subject,Gemini 3.8 Flash (high) on Mario - Twenty Questions Results | Deep20Bench,73,"Gemini 3.8 Flash (high) scored 8 questions on Mario across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",126,Mario,https://deep20bench.com/runs/BX-20260904-official-M0021-001/subjects/T-0007/,,37822,353,316,2
https://deep20bench.com/runs/BX-20260902-official-M0020-001/subjects/T-0001/,,subject,Claude Fable 5.1 (high) on Albert Einstein - Twenty Questions Results | Deep20Bench,83,"Claude Fable 5.1 (high) scored 9.8 questions on Albert Einstein across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",138,Albert Einstein,https://deep20bench.com/runs/BX-20260902-official-M0020-001/subjects/T-0001/,,37865,339,302,2
https://deep20bench.com/runs/BX-20260902-official-M0020-001/subjects/T-0002/,,subject,Claude Fable 5.1 (high) on Albert Schweitzer - Twenty Questions Results | Deep20Bench,85,"Claude Fable 5.1 (high) scored 24.4 questions on Albert Schweitzer across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",141,Albert Schweitzer,https://deep20bench.com/runs/BX-20260902-official-M0020-001/subjects/T-0002/,,38173,363,326,2
https://deep20bench.com/runs/BX-20260902-official-M0020-001/subjects/T-0003/,,subject,Claude Fable 5.1 (high) on Stephen King - Twenty Questions Results | Deep20Bench,80,"Claude Fable 5.1 (high) scored 11.6 questions on Stephen King across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",136,Stephen King,https://deep20bench.com/runs/BX-20260902-official-M0020-001/subjects/T-0003/,,38017,359,322,2
https://deep20bench.com/runs/BX-20260902-official-M0020-001/subjects/T-0004/,,subject,Claude Fable 5.1 (high) on Garfield - Twenty Questions Results | Deep20Bench,76,"Claude Fable 5.1 (high) scored 17.4 questions on Garfield across 5 Deep20Bench trials, solving 4 of 5. Inspect results and evidence.",132,Garfield,https://deep20bench.com/runs/BX-20260902-official-M0020-001/subjects/T-0004/,,38484,368,331,2
https://deep20bench.com/runs/BX-20260902-official-M0020-001/subjects/T-0005/,,subject,Claude Fable 5.1 (high) on Achilles - Twenty Questions Results | Deep20Bench,76,"Claude Fable 5.1 (high) scored 7.6 questions on Achilles across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",131,Achilles,https://deep20bench.com/runs/BX-20260902-official-M0020-001/subjects/T-0005/,,37899,352,315,2
https://deep20bench.com/runs/BX-20260902-official-M0020-001/subjects/T-0006/,,subject,Claude Fable 5.1 (high) on Genghis Khan - Twenty Questions Results | Deep20Bench,80,"Claude Fable 5.1 (high) scored 9 questions on Genghis Khan across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",133,Genghis Khan,https://deep20bench.com/runs/BX-20260902-official-M0020-001/subjects/T-0006/,,37762,343,306,2
https://deep20bench.com/runs/BX-20260902-official-M0020-001/subjects/T-0007/,,subject,Claude Fable 5.1 (high) on Mario - Twenty Questions Results | Deep20Bench,73,"Claude Fable 5.1 (high) scored 5 questions on Mario across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",126,Mario,https://deep20bench.com/runs/BX-20260902-official-M0020-001/subjects/T-0007/,,37849,353,316,2
https://deep20bench.com/runs/BX-20260823-official-M0017-018/subjects/T-0001/,,subject,Ox Alpha (high) on Albert Einstein - Twenty Questions Results | Deep20Bench,75,"Ox Alpha (high) scored 9.8 questions on Albert Einstein across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",130,Albert Einstein,https://deep20bench.com/runs/BX-20260823-official-M0017-018/subjects/T-0001/,,38490,348,311,2
https://deep20bench.com/runs/BX-20260823-official-M0017-018/subjects/T-0002/,,subject,Ox Alpha (high) on Albert Schweitzer - Twenty Questions Results | Deep20Bench,77,"Ox Alpha (high) scored 41.2 questions on Albert Schweitzer across 5 Deep20Bench trials, solving 2 of 5. Inspect results and evidence.",133,Albert Schweitzer,https://deep20bench.com/runs/BX-20260823-official-M0017-018/subjects/T-0002/,,38992,375,338,2
https://deep20bench.com/runs/BX-20260823-official-M0017-018/subjects/T-0003/,,subject,Ox Alpha (high) on Stephen King - Twenty Questions Results | Deep20Bench,72,"Ox Alpha (high) scored 17.4 questions on Stephen King across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",128,Stephen King,https://deep20bench.com/runs/BX-20260823-official-M0017-018/subjects/T-0003/,,38725,368,331,2
https://deep20bench.com/runs/BX-20260823-official-M0017-018/subjects/T-0004/,,subject,Ox Alpha (high) on Garfield - Twenty Questions Results | Deep20Bench,68,"Ox Alpha (high) scored 18.8 questions on Garfield across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",124,Garfield,https://deep20bench.com/runs/BX-20260823-official-M0017-018/subjects/T-0004/,,38658,365,328,2
https://deep20bench.com/runs/BX-20260823-official-M0017-018/subjects/T-0005/,,subject,Ox Alpha (high) on Achilles - Twenty Questions Results | Deep20Bench,68,"Ox Alpha (high) scored 10.4 questions on Achilles across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",124,Achilles,https://deep20bench.com/runs/BX-20260823-official-M0017-018/subjects/T-0005/,,38520,361,324,2
https://deep20bench.com/runs/BX-20260823-official-M0017-018/subjects/T-0006/,,subject,Ox Alpha (high) on Genghis Khan - Twenty Questions Results | Deep20Bench,72,"Ox Alpha (high) scored 19.2 questions on Genghis Khan across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",128,Genghis Khan,https://deep20bench.com/runs/BX-20260823-official-M0017-018/subjects/T-0006/,,38466,352,315,2
https://deep20bench.com/runs/BX-20260823-official-M0017-018/subjects/T-0007/,,subject,Ox Alpha (high) on Mario - Twenty Questions Results | Deep20Bench,65,"Ox Alpha (high) scored 6.4 questions on Mario across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",120,Mario,https://deep20bench.com/runs/BX-20260823-official-M0017-018/subjects/T-0007/,,38538,362,325,2
https://deep20bench.com/runs/BX-20260817-official-M0016-015/subjects/T-0001/,,subject,Gemini 3.7 Flash (high) on Albert Einstein - Twenty Questions Results | Deep20Bench,83,"Gemini 3.7 Flash (high) scored 12 questions on Albert Einstein across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",137,Albert Einstein,https://deep20bench.com/runs/BX-20260817-official-M0016-015/subjects/T-0001/,,37835,339,302,2
https://deep20bench.com/runs/BX-20260817-official-M0016-015/subjects/T-0002/,,subject,Gemini 3.7 Flash (high) on Albert Schweitzer - Twenty Questions Results | Deep20Bench,85,"Gemini 3.7 Flash (high) scored 22.4 questions on Albert Schweitzer across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",141,Albert Schweitzer,https://deep20bench.com/runs/BX-20260817-official-M0016-015/subjects/T-0002/,,38123,363,326,2
https://deep20bench.com/runs/BX-20260817-official-M0016-015/subjects/T-0003/,,subject,Gemini 3.7 Flash (high) on Stephen King - Twenty Questions Results | Deep20Bench,80,"Gemini 3.7 Flash (high) scored 13.8 questions on Stephen King across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",136,Stephen King,https://deep20bench.com/runs/BX-20260817-official-M0016-015/subjects/T-0003/,,37985,359,322,2
https://deep20bench.com/runs/BX-20260817-official-M0016-015/subjects/T-0004/,,subject,Gemini 3.7 Flash (high) on Garfield - Twenty Questions Results | Deep20Bench,76,"Gemini 3.7 Flash (high) scored 11.4 questions on Garfield across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",132,Garfield,https://deep20bench.com/runs/BX-20260817-official-M0016-015/subjects/T-0004/,,37932,356,319,2
https://deep20bench.com/runs/BX-20260817-official-M0016-015/subjects/T-0005/,,subject,Gemini 3.7 Flash (high) on Achilles - Twenty Questions Results | Deep20Bench,76,"Gemini 3.7 Flash (high) scored 18.8 questions on Achilles across 5 Deep20Bench trials, solving 4 of 5. Inspect results and evidence.",132,Achilles,https://deep20bench.com/runs/BX-20260817-official-M0016-015/subjects/T-0005/,,37870,353,316,2
https://deep20bench.com/runs/BX-20260817-official-M0016-015/subjects/T-0006/,,subject,Gemini 3.7 Flash (high) on Genghis Khan - Twenty Questions Results | Deep20Bench,80,"Gemini 3.7 Flash (high) scored 11.6 questions on Genghis Khan across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",136,Genghis Khan,https://deep20bench.com/runs/BX-20260817-official-M0016-015/subjects/T-0006/,,37749,343,306,2
https://deep20bench.com/runs/BX-20260817-official-M0016-015/subjects/T-0007/,,subject,Gemini 3.7 Flash (high) on Mario - Twenty Questions Results | Deep20Bench,73,"Gemini 3.7 Flash (high) scored 8.2 questions on Mario across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",128,Mario,https://deep20bench.com/runs/BX-20260817-official-M0016-015/subjects/T-0007/,,37833,353,316,2
https://deep20bench.com/runs/BX-20260814-official-M0015-013/subjects/T-0001/,,subject,Grok 4.6 (high) on Albert Einstein - Twenty Questions Results | Deep20Bench,75,"Grok 4.6 (high) scored 9.8 questions on Albert Einstein across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",130,Albert Einstein,https://deep20bench.com/runs/BX-20260814-official-M0015-013/subjects/T-0001/,,37775,337,300,2
https://deep20bench.com/runs/BX-20260814-official-M0015-013/subjects/T-0002/,,subject,Grok 4.6 (high) on Albert Schweitzer - Twenty Questions Results | Deep20Bench,77,"Grok 4.6 (high) scored 30 questions on Albert Schweitzer across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",131,Albert Schweitzer,https://deep20bench.com/runs/BX-20260814-official-M0015-013/subjects/T-0002/,,38075,361,324,2
https://deep20bench.com/runs/BX-20260814-official-M0015-013/subjects/T-0003/,,subject,Grok 4.6 (high) on Stephen King - Twenty Questions Results | Deep20Bench,72,"Grok 4.6 (high) scored 14.4 questions on Stephen King across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",128,Stephen King,https://deep20bench.com/runs/BX-20260814-official-M0015-013/subjects/T-0003/,,37937,357,320,2
https://deep20bench.com/runs/BX-20260814-official-M0015-013/subjects/T-0004/,,subject,Grok 4.6 (high) on Garfield - Twenty Questions Results | Deep20Bench,68,"Grok 4.6 (high) scored 14.6 questions on Garfield across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",124,Garfield,https://deep20bench.com/runs/BX-20260814-official-M0015-013/subjects/T-0004/,,37917,354,317,2
https://deep20bench.com/runs/BX-20260814-official-M0015-013/subjects/T-0005/,,subject,Grok 4.6 (high) on Achilles - Twenty Questions Results | Deep20Bench,68,"Grok 4.6 (high) scored 8.6 questions on Achilles across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",123,Achilles,https://deep20bench.com/runs/BX-20260814-official-M0015-013/subjects/T-0005/,,37799,350,313,2
https://deep20bench.com/runs/BX-20260814-official-M0015-013/subjects/T-0006/,,subject,Grok 4.6 (high) on Genghis Khan - Twenty Questions Results | Deep20Bench,72,"Grok 4.6 (high) scored 16 questions on Genghis Khan across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",126,Genghis Khan,https://deep20bench.com/runs/BX-20260814-official-M0015-013/subjects/T-0006/,,37728,341,304,2
https://deep20bench.com/runs/BX-20260814-official-M0015-013/subjects/T-0007/,,subject,Grok 4.6 (high) on Mario - Twenty Questions Results | Deep20Bench,65,"Grok 4.6 (high) scored 6.6 questions on Mario across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",120,Mario,https://deep20bench.com/runs/BX-20260814-official-M0015-013/subjects/T-0007/,,37803,351,314,2
https://deep20bench.com/runs/BX-20260805-official-M0014-011/subjects/T-0001/,,subject,Claude Fable 5 (high) on Albert Einstein - Twenty Questions Results | Deep20Bench,81,"Claude Fable 5 (high) scored 10 questions on Albert Einstein across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",135,Albert Einstein,https://deep20bench.com/runs/BX-20260805-official-M0014-011/subjects/T-0001/,,37947,339,302,2
https://deep20bench.com/runs/BX-20260805-official-M0014-011/subjects/T-0002/,,subject,Claude Fable 5 (high) on Albert Schweitzer - Twenty Questions Results | Deep20Bench,83,"Claude Fable 5 (high) scored 30.2 questions on Albert Schweitzer across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",139,Albert Schweitzer,https://deep20bench.com/runs/BX-20260805-official-M0014-011/subjects/T-0002/,,38244,363,326,2
https://deep20bench.com/runs/BX-20260805-official-M0014-011/subjects/T-0003/,,subject,Claude Fable 5 (high) on Stephen King - Twenty Questions Results | Deep20Bench,78,"Claude Fable 5 (high) scored 10.8 questions on Stephen King across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",134,Stephen King,https://deep20bench.com/runs/BX-20260805-official-M0014-011/subjects/T-0003/,,38102,359,322,2
https://deep20bench.com/runs/BX-20260805-official-M0014-011/subjects/T-0004/,,subject,Claude Fable 5 (high) on Garfield - Twenty Questions Results | Deep20Bench,74,"Claude Fable 5 (high) scored 9 questions on Garfield across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",127,Garfield,https://deep20bench.com/runs/BX-20260805-official-M0014-011/subjects/T-0004/,,38035,356,319,2
https://deep20bench.com/runs/BX-20260805-official-M0014-011/subjects/T-0005/,,subject,Claude Fable 5 (high) on Achilles - Twenty Questions Results | Deep20Bench,74,"Claude Fable 5 (high) scored 7.8 questions on Achilles across 5 Deep20Bench trials, solving 5 of 5. Inspect results and evidence.",129,Achilles,https://deep20bench.com/runs/BX-20260805-official-M0014-011/subjects/T-0005/,,37939,352,315,2
